26.02564103,25.50215827,27.12177122,,,,,NA,,,,,,NA,,NA
22.09401709,22.30791367,23.70233702,24.55551004,26.0180254,,26.52830189,NA,28.29865361,28.61179361,28.30118999,,,NA,,NA
22.47863248,,,,,,,NA,,,,,,NA,,NA
22.48931624,,,,,,,NA,,,,,,NA,,NA
32.06196581,,,,,,,NA,,,,,,NA,,NA
26.5491453,,30.22140221,,31.92953707,31.82778229,32.72955975,NA,,,,,,NA,,NA
26.35683761,27.37553957,28.46248462,,,,,NA,,,,,,NA,,NA
19.01709402,,,,,,,NA,,,,,,NA,,NA
25,,30.04920049,,31.6099959,32.91226645,,NA,33.48837209,32.82555283,33.63151416,,,NA,,NA
24.60470085,,25.60885609,,,,,NA,,,,,,NA,,NA
22.63888889,,24.87084871,24.60467022,,26.81965881,,NA,,,,,,NA,,NA
26.66666667,27.6,27.56457565,29.90167964,29.96312986,,,NA,,,,,,NA,,NA
20.32051282,,21.89421894,23.76894715,,22.05523964,25.24528302,NA,,,27.89495281,,,NA,,NA
,20.9352518,21.34071341,22.46620238,,,,NA,,25.68796069,,,,NA,,NA
,25.20863309,,28.69725522,29.09053667,29.50040617,30.7672956,NA,,31.83046683,32.12966762,32.66639107,,NA,,NA
,21.51366906,22.82902829,23.4002458,,24.26076361,,NA,,,,,,NA,,NA
,26.0028777,,,,26.73436231,,NA,,,,,,NA,,NA
,23.7323741,25.0799508,25.51413355,26.84145842,27.83103168,,NA,,,,,,NA,,NA
,24.71654676,,,,,,NA,,,,,,NA,,NA
,24.37122302,24.78474785,,,,27.05660377,NA,,,28.68280673,,,NA,,NA
,23.43021583,25.16605166,25.90741499,26.73084801,,27.67295597,NA,,,,,,NA,,NA
,28.81397812,,,,,,NA,,,,,,NA,,NA
,25.75361807,26.60516605,28.47603441,,27.67262388,29.2327044,NA,,,,30.59528731,,NA,,NA
,27.08789269,,,,,,NA,,,,,,NA,,NA
,26.15601836,26.34686347,,,,,NA,,,,,,NA,,NA
,19.77056124,,,,,24.03773585,NA,23.91676867,,,,,NA,,NA
,27.07730321,,,,28.65962632,30.83018868,NA,,,,,,NA,,NA
,24.21814331,25.58425584,,,30.37774167,,NA,30.79559364,,33.50841198,,,NA,,NA
